org_id,reg_number,name,postcode,active,date_registered,activities,objects,source,income,spending,fye,Batch ID,web,company_number,UKCAT,ICNPTSO
GB-CHC-1176054,1176054,THE ROYAL AIR FORCE CHARITABLE TRUST,GL7 4RB,True,2017-01-12,"The Mission of the Royal Air Force Charitable Trust is to promote the Royal Air Force, to support its people now and in the future and to encourage air-mindedness and the aviation-related education of young people. This is achieved through  grants for flying scholarships and STEM-related grants as well as grants to support RAF personnel and to hold the Royal International Air Tattoo each year.","TO PROMOTE RECRUITMENT TO AND THE EFFICIENCY OF THE ROYAL AIR FORCE. TO ADVANCE SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAW OF ENGLAND AND WALES) AS THE CHARITY TRUSTEES SHALL THINK FIT FOR THE BENEFIT OF PAST AND PRESENT MEMBERS OF ANY OF THE ROYAL AIR FORCE, THE AUXILIARY AIR FORCE, THE ROYAL AIR FORCE RESERVES OR ANY SEPARATE DOMINION AIR FORCE OR MEMBER OF ANY FORMER ORGANISATION THE PLACE OF WHICH HAS SUBSTANTIALLY BEEN TAKEN BY THE SAID ORGANISATIONS OR ANY OF THEM OR MEMBERS OF ANY FUTURE ORGANISATIONS WHICH HEREAFTER SHALL SUBSTANTIALLY TAKE THE PLACE OF THE SAID ORGANISATIONS OR ANY OF THEM AND THEIR DEPENDANTS AND IN FURTHERANCE THEREOF BUT WITHOUT PREJUDICE TO THE GENERALITY OF THIS CLAUSE THE CHARITY TRUSTEES MAY MAKE GRANTS TOTHE ROYAL AIR FORCE BENEVOLENT FUND OR SUCH OTHER BODY OF PERSONS OR TRUST ESTABLISHED FOR CHARITABLE PURPOSES.",CCEW,13085747,12466154,,Top charities,http://www.rafct.com,,,D19
GB-CHC-1176080,1176080,THE DRUE HEINZ CHARITABLE TRUST,WC2A 3AA,True,2017-04-12,No information recorded.,"THE TRUSTEES SHALL HOLD THE CAPITAL AND INCOME OF THE TRUST FUND UPON TRUST TO APPLY THE INCOME, AND ALL OR SUCH PARTS OF THE CAPITAL, AT SUCH TIME OR TIMES AND IN SUCH MANNER TO, OR FOR THE BENEFIT OF, SUCH EXCLUSIVELY CHARITABLE OBJECTS AND PURPOSES(CHARITABLE UNDER ENGLISH LAW) IN ANY PART OF THE WORLD AS THE TRUSTEES MAY IN THEIR DISCRETION THINK FIT, TAKING INTO CONSIDERATION THOSE CHARITABLE OBJECTS AND PURPOSES FAVOURED BY OR OF INTEREST TO THE SETTLOR.",CCEW,41838023,33544646,2019-05-04,Top charities,,,,H10
GB-CHC-1176160,1176160,THE LITTLE PRINCESS TRUST,HR4 9AR,True,2017-07-12,"The Little Princess Trust provides real hair wigs free of charge to children and young people up to the age of 24, who have lost their own hair due to cancer treatment and other conditions. We fund vital, innovative research into finding better treatments for children's cancers that effect patient outcomes. We also support the development of less aggressive and less toxic cancer treatments.",THE OBJECTS OF THE CIO ARE TO RELIEVE SICKNESS AND SUFFERING AND PRESERVE THE GOOD HEALTH OF CHILDREN BY ALL OR ANY OF THE FOLLOWING MEANS:  (A) PROVIDING WIGS AND HAIR PIECES FOR CHILDREN WHO HAVE SUFFERED HAIR LOSS DUE TO CANCER TREATMENT OR OTHER HAIR LOSS CONDITIONS; AND  (B) PROMOTING RESEARCH INTO THE CAUSES OF CHILDHOOD CANCERS AND MINIMISING THE EFFECTS OF CHEMOTHERAPY ON CHILDREN BY THE PROVISION OF FINANCIAL ASSISTANCE TO PROMOTE SAID RESEARCH.,CCEW,19341331,4197237,,Top charities,http://www.littleprincesses.org.uk/,,,D11
GB-CHC-1176221,1176221,JACK PETCHEY FOUNDATION,E14 8JJ,True,2017-11-12,The Jack Petchey Foundation was set up by Sir Jack Petchey to inspire and motivate young people across London and Essex to do their best and reach their full potential.   The Foundation funds and supports youth programmes through schools and youth organisations in the statutory and voluntary sector.  ,"THE CHARITY'S OBJECTS (""OBJECTS"") ARE SPECIFICALLY RESTRICTED TO THE FOLLOWING:  (1) FOR THE BENEFIT OF YOUNG PEOPLE PARTICULARLY IN GREATER LONDON AND ESSEX AND IN OTHER LOCATIONS IN BRITAIN AND THROUGHOUT THE WORLD BY MAKING GRANTS TOWARDS CHARITABLE PROJECTS UNDERTAKEN BY THEM OR TO PROJECTS RUN BY OTHER CHARITIES, YOUTH CLUBS OR YOUTH GROUPS WHICH THEY ARE INVOLVED IN, SO THAT SUCH YOUNG PEOPLE MAY GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF SOCIETY.  (2) TO FURTHER SUCH OTHER PURPOSESTHAT ARE CHARITABLE UNDER THE LAW OF ENGLAND AND WALES AS THE TRUSTEES FROM TIME TO TIME DECIDE.""  PLEASE WOULD YOU CONFIRM THAT THIS IS ACCEPTABLE TO THE CHARITY COMMISSION.",CCEW,8743039,9169502,,Top charities,http://jackpetcheyfoundation.org.uk,10872145,,H10
GB-CHC-1176462,1176462,MUSLIM AID,E1 1WP,True,,"Whilst responding to emergencies is one of our major priorities, we also work on strategic programmes to eliminate poverty that focus upon: Education Skills training Provision of clean water Healthcare Income generation projects","THE OBJECTS OF THE CIO ARE, FOR THE PUBLIC BENEFIT, TO TACKLE POVERTY AND RELIEVE HUMAN SUFFERING IN SUPPORT OF PEOPLE GLOBALLY, IN ACCORDANCE WITH THE TEACHINGS OF THE HOLY QURAN AND SUNNAH.",CCEW,24501362,23370739,,Top charities,http://www.muslimaid.org,,,D33
GB-CHC-1176500,1176500,THE FARADAY INSTITUTION,OX11 0RA,True,2018-03-01,"Research, training and policy advice in the fields of energy capture, conversion and storage.","THE OBJECTS OF THE CHARITY ARE RESTRICTED TO THE ADVANCEMENT OF SCIENCE AND EDUCATION AND THE ADVANCEMENT OF ENVIRONMENTAL PROTECTION OR IMPROVEMENT FOR THE PUBLIC BENEFIT BY ENGAGING IN, ENCOURAGING, SUPPORTING AND EXPLOITING, BY WHATEVER MEANS, HIGH-QUALITY RESEARCH, AND RELATED TRAINING AND POLICY ADVICE, IN ENERGY CAPTURE, CONVERSION AND STORAGE, WITH A VIEW TO SECURING OUTCOMES WHICH WILL ADD TO SCIENTIFIC KNOWLEDGE, DELIVER ENVIRONMENTAL BENEFITS IN TERMS OF DECARBONISATION AND IMPROVED AIRQUALITY AND BENEFIT THE LIFE, HEALTH AND WELL-BEING OF HUMANKIND.",CCEW,15577256,13690306,,Top charities,http://www.faraday.ac.uk,10959095,,K10
GB-CHC-1176777,1176777,ST ELIZABETH'S CENTRE,SG10 6EW,True,,"CHILDREN/YOUNG PEOPLE, DISABILITY, GENERAL CHARITABLE PURPOSES, PEOPLE WITH DISABILITIES, THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES, THE PREVENTION OR RELIEF OF POVERTY, PROVIDES SERVICES, RELIGIOUS ACTIVITIES, PROVIDES HUMAN RESOURCES, EDUCATION/TRAINING, ELDERLY/OLD PEOPLE, OTHER DEFINED GROUPS.","THE OBJECTS OF THE CHARITY ARE THE PROMOTION OF THE CATHOLIC RELIGION, THE ADVANCEMENT OF EDUCATION AND THE PROMOTION OF PHYSICAL AND MENTAL HEALTH FOR PEOPLE OF ALL AGES WHO HAVE EPILEPSY OR OTHER COMPLEX NEEDS ON THE BASIS OF NEED AND REGARDLESS OF THEIR RELIGIOUS, CULTURAL OR ETHNIC BACKGROUND BY THE PROVISION OF:  (A) EDUCATION (INCLUDING CULTURAL, SOCIAL, MORAL AND SPIRITUAL DEVELOPMENT);  (B) TRAINING AND OTHER ACTIVITIES TO DEVELOP THEIR SKILLS, CAPABILITIES AND CAPACITY TO ENGAGE IN WORK;(C) CARE AND HEALTH SUPPORT; AND  (D) FACILITIES FOR LEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL, MORAL AND SPIRITUAL WELFARE;  IN ACCORDANCE WITH THE TEACHING, RITES AND PRACTICES OF THE CATHOLIC CHURCH AND (SAVE FOR PURPOSES INCIDENTAL AND ANCILLARY TO THOSE OBJECTS) NO OTHER PURPOSES.",CCEW,21857000,22142000,,Top charities,http://www.stelizabeths.org.uk,11087989,,D13
GB-CHC-1176793,1176793,THE K H CHARITABLE TRUST,LS1 4DL,True,,THE TRUST MAKES GRANTS TO ORGANISATIONS. ,SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAW OF ENGLAND AND WALES) AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION THINK FIT.,CCEW,10500016,10509357,,Top charities,,,,H10
GB-CHC-1177003,1177003,THE MAURICE AND VIVIENNE WOHL PHILANTHROPIC FOUNDATION,W1T 6QW,True,2018-05-02,"The Foundation's objectives are such charitable purposes as the trustees in their absolute discretion see fit.  The trustees have adopted a broad mission statement for grant making noting the preference for building projects and focusing mainly in Israel and Europe on Health and medical sciences, Needy populations, and improving the quality of Jewish Life.",THE OBJECTS OF THE FOUNDATION ARE THE FURTHERANCE OF SUCH CHARITABLE PURPOSE OR CHARITABLE PURPOSES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION SEE FIT.,CCEW,75435829,2618867,,Top charities,http://www.wohl.org.uk,11006400,CA202;RS101,H10
GB-CHC-1177353,1177353,RGS AND LANESBOROUGH,GU1 3BB,True,,"The objects are:   'The provision and conduct in or near Guildford of schools for boys which shall be day schools or, if the Governors think fit, day and boarding schools, and ancillary thereto, the advancement of education.'","THE PROVISION AND CONDUCT IN OR NEAR GUILDFORD OF SCHOOLS FOR BOYS WHICH SHALL BE DAY SCHOOLS OR, IF THE GOVERNORS THINK FIT, DAY AND BOARDING SCHOOLS, AND ANCILLARY THERETO, THE ADVANCEMENT OF EDUCATION.",CCEW,23507611,22370589,,Top charities,http://www.rgs-guildford.co.uk,10874615,,B13
GB-CHC-1177555,1177555,SOCIETY OF THE HOLY CHILD JESUS CIO,OX2 6QB,True,,"The Charity aims to support the religious and other charitable works carried on by the Society of the Holy Child Jesus CIO and its members. These activities include education, human and spiritual development, pastoral work, healthcare and the support of activities overseas.",SUCH CHARITABLE PURPOSES AS ADVANCE THE RELIGIOUS AND OTHER CHARITABLE WORK FOR THE TIME BEING CARRIED ON BY OR UNDER THE DIRECTION OR WITH THE SUPPORT OF THE SOCIETY AS THE TRUSTEES WITH THE APPROVAL OF THE PROVINCE LEADER SHALL FROM TIME TO TIME THINK FIT.,CCEW,109347740,7489805,,Top charities,http://www.shcj.org/,,RL305;RL200,I90
GB-CHC-1177565,1177565,MHS HOMES LIMITED,ME4 4LL,True,,"mhs homes is a housing association that helps people, often on lower incomes, who can?t afford to buy a home outright.  We do this by managing and maintaining our existing homes as well as building new homes. We own and manage about 8,500 homes and have about 20,000 residents.  Our homes are in the Medway, Maidstone and Gravesham areas of Kent.","THE OBJECTS OF THE ORGANISATION SHALL BE TO CARRY ON THE INDUSTRY BUSINESS OR TRADE OF:  1.PROVIDING CONSTRUCTING IMPROVING OR MANAGING HOUSES FOR RENT OR LICENCE, OR HOSTELS;  2.PROVIDING LAND OR BUILDINGS FOR PURPOSES CONNECTED WITH THE REQUIREMENTSOF THE PERSONS OCCUPYING THE HOUSES OR HOSTELS PROVIDED OR MANAGED BY THE ORGANISATION;  3.PROVIDING AMENITIES OR SERVICES FOR THE BENEFIT OF THOSE PERSONS OCCUPYING HOUSES OR HOSTELS PROVIDED OR MANAGED BY THE ORGANISATION EITHER EXCLUSIVELY OR TOGETHER WITH OTHER PERSONS;  4.ACQUIRING OR REPAIRING AND IMPROVING OR CREATING BY CONVERSION OF HOUSES OR OTHER PROPERTY HOUSES TO BE DISPOSED OF ON SALE OR ON LEASE;  5.BUILDING HOUSES TO BE DISPOSED OF ON SHARED OWNERSHIP LEASES;  6.PROVIDING SERVICESOF ANY DESCRIPTION FOR OWNERS OR OCCUPIERS OF HOUSES IN ARRANGING OR CARRYING OUT WORKS OF MAINTENANCE REPAIR OR IMPROVEMENT OR ENCOURAGING OR FACILITATING THE CARRYING OUT OF SUCH WORKS;  7.MANAGING HOUSES WHICH ARE HELD ON LEASES (NOT FALLING WITHIN ARTICLE 1 (A) (I) OR BLOCKS OF FLATS  IN FURTHERANCE OF PURPOSES CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES FOR THE PUBLIC BENEFIT, IN PARTICULAR THE RELIEF OF THOSE IN NEED BY REASON OF POVERTY, AGE, ILL HEALTH OR DISABILITY;  PROVIDED THAT THE PERSONS HOUSED BY THE ORGANISATION IN PROPERTIES ACQUIRED BY THE ORGANISATION FROM ROCHESTER UPON MEDWAY CITY COUNCIL SHALL PRIMARILY BE THOSE LIVING OR WORKING WITH ANOTHER CONNECTION WITH THE AREA OF ROCHESTER UPON MEDWAY CITY.  THE ORGANISATIONWILL COMPLY WITH THE PROVISIONS OF THE GUIDANCE ISSUED FROM TIME TO TIME BY THE HOUSING CORPORATION ('TENANTS GUARANTEE') PURSUANT TO THE PROVISIONS OF SECTION 36A HOUSING ASSOCIATIONS ACT 1985.",CCEW,62761000,45566000,,Top charities,http://www.mhs.org.uk,10704997,,F30
GB-CHC-1177627,1177627,ARMED FORCES COVENANT FUND,SW1P 2QN,True,,The Armed Forces Covenant Fund Trust makes grants to support the Armed Forces Community.   The Covenant Fund is delivered by the Armed Forces Covenant Fund Trust. It has £10M a year to fund projects that support the Armed Forces Community.  ,"5.1	TO ADVANCE SUCH GENERAL CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS THE TRUSTEE MAY AT ITS ABSOLUTE DISCRETION DETERMINE, SUCH PURPOSES TO BE FURTHERED IN ACCORDANCE WITH THE SPIRIT OF THE ARMED FORCES COVENANT, IN PARTICULAR (BUT NOT EXCLUSIVELY) BY PROVIDING CHARITABLE ASSISTANCE AND SUPPORT TO THOSE WHO SERVE IN THE ARMED FORCES, WHETHER REGULAR OR RESERVE, THOSE WHO HAVE SERVED IN THE PAST, AND THEIR FAMILIES, DEPENDANTS AND CARERS, INCLUDING (BUT NOT LIMITED TO) BY FUNDING PROJECTS WHICH: 5.1.1	ADVANCE COMMUNITY DEVELOPMENT BY HELPING TO INTEGRATE MILITARY AND CIVILIAN COMMUNITIES AND ALLOW THE ARMED FORCES COMMUNITY TO PARTICIPATE FULLY AS CIVILIANS, INCLUDING PROVIDING INFORMATION, ADVICE, HELP AND EXPERTISE TO THOSE WHO SERVE ORHAVE SERVED, DURING AND AFTER THEIR TRANSITION INTO CIVILIAN LIFE, INCLUDING SUPPORTING THEIR RESETTLEMENT AND, IF NEEDED, HELPING THEM GAIN EMPLOYMENT; 5.1.2	PREVENT OR RELIEVE POVERTY, FINANCIAL HARDSHIP OR OTHER CHARITABLE NEED; 5.1.3	RELIEVE UNEMPLOYMENT; 5.1.4	ADVANCE HEALTH, INCLUDING BUT NOT LIMITED TO THE PROMOTION OF GOOD MENTAL AND PHYSICAL HEALTH AND PREVENTION OF SUBSTANCE ABUSE OR MISUSE; 5.1.5	PROVIDE (OR ASSIST IN THE PROVISION) OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FORRECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE; 5.1.6EDUCATING THE PUBLIC WITH A VIEW TO PROMOTING A NATIONAL UNDERSTANDING OF THE ARMED FORCES AND THEIR CONTRIBUTION TO SOCIETY, INCLUDING BUT NOT LIMITED TO SUPPORTING REGIMENTAL MUSEUMS, HERITAGE PROJECTS AND GARDENS OF REMEMBRANCE; 5.1.7	PROMOTE THE EFFICIENCY OF THE ARMED FORCES BY THE PROVISION AND SUPPORT OF FACILITIES AND ACTIVITIES FOR THE EFFICIENCY AND WELL-BEING OF SERVICE PERSONNEL. 5.1.8	PROMOTE THE EFFICIENCY AND EFFECTIVENESS OF CHARITIES, THE EFFECTIVE USE OF CHARITABLE RESOURCES ANDTHE VOLUNTARY SECTOR. 5.2	VOLUNTARY SECTOR MEANS CHARITIES AND VOLUNTARY ORGANISATIONS; AND, FOR THE PURPOSE OF THIS DEFINITION: 5.2.1	CHARITIES ARE ORGANISATIONS WHICH ARE ESTABLISHED FOR EXCLUSIVELY CHARITABLE PURPOSES IN ACCORDANCE WITH THE LAW OFENGLAND AND WALES; AND 5.2.2	VOLUNTARY ORGANISATIONS ARE INDEPENDENT ORGANISATIONS, WHICH ARE ESTABLISHED FOR PURPOSES THAT ADD VALUE TO THE COMMUNITY AS A WHOLE, OR A SIGNIFICANT SECTION OF THE COMMUNITY, AND WHICH ARE NOT PERMITTED BY THEIR CONSTITUTION TO MAKE A PROFIT FOR PRIVATE DISTRIBUTION. VOLUNTARY ORGANISATIONS DO NOT INCLUDE LOCAL GOVERNMENT OR OTHER STATUTORY AUTHORITIES.",CCEW,23476006,10283581,,Top charities,https://www.covenantfund.org.uk,,,H10
GB-CHC-1177680,1177680,ST JOSEPH'S SPECIALIST TRUST,GU6 7DH,True,,"SCHOOL AND COLLEGE FOR CHILDREN AND YOUNG PEOPLE WITH COMPLEX LEARNING AND BEHAVIOURAL DIFFICULTIES AND ANCILLARY CHARITABLE ACTIVITIES; AND  THE PROVISION OF RESIDENTIAL ACCOMMODATION TO CHILDREN AND YOUNG PEOPLE, AND SUPPORTED HOUSING TO ADULTS, BOTH WITH COMPLEX LEARNING AND BEHAVIOURAL DIFFICULTIES.","THE OBJECTS OF THE CIO ARE FOR THE PUBLIC BENEFIT:  (A)	THE ADVANCEMENT OF THE ROMAN CATHOLIC RELIGION; AND  IN ACCORDANCE WITH THE TENETS, TEACHING AND PRACTICES OF THE ROMAN CATHOLIC RELIGION:  (B)	THE ADVANCEMENT OF EDUCATION AND TRAINING; AND  (C)THE PROVISION OF RESIDENTIAL ACCOMMODATION AND SUPPORT TO THOSE IN NEED,  IN PARTICULAR BUT NOT EXCLUSIVELY WITHIN THE DIOCESE BY:  ã	THE MANAGEMENT, MAINTENANCE AND DEVELOPMENT OF ST. JOSEPHS SPECIALIST SCHOOL AND COLLEGE FOR CHILDREN AND YOUNG PEOPLE WITH COMPLEX LEARNING AND BEHAVIOURAL DIFFICULTIES AND ANCILLARY CHARITABLE ACTIVITIES; AND  ã	THE PROVISION OF RESIDENTIAL ACCOMMODATION TO CHILDREN AND YOUNG PEOPLE, AND SUPPORTED HOUSING TO ADULTS, BOTH WITH COMPLEX LEARNING AND BEHAVIOURAL DIFFICULTIES.",CCEW,27820753,9941975,,Top charities,http://st-josephscranleigh.surrey.sch.uk,,,B13
GB-CHC-1178342,1178342,SUTL CAZENOVE CHARITY NON-UCITS FUND,EC2Y 5AU,True,2018-11-05,"The SUTL Cazenove Charity Non-UCITS Fund (the ""Trust"") is an umbrella non-UCITS unit trust. The Trust currently operates two sub-trusts: The SUTL Cazenove Charity Multi-Asset Fund and the SUTL Cazenove Charity Responsible Multi-Asset Fund. The Trust is established exclusively to further the charitable purposes of the charities that directly or indirectly hold units in the sub-trusts. ","THE SCHEME IS ESTABLISHED EXCLUSIVELY TO FURTHER THE CHARITABLE PURPOSES OF THE CHARITIES THAT DIRECTLY OR INDIRECTLY HOLD UNITS IN THE SCHEME FROM TIME TO TIME. IF AT ANY TIME THERE ARE NO UNITHOLDERS OF UNITS IN THE SCHEME, THE SCHEME SHALL HAVE SUCH CHARITABLE PURPOSES AS THE MANAGER AND TRUSTEE SHALL DETERMINE FROM TIME TO TIME.",CCEW,13357000,1855000,,Top charities,http://www.cazenovecharities.com,,,H90
GB-CHC-1178403,1178403,THE RAMSBURY MANOR FOUNDATION,EC4A 4AD,True,,"1. To preserve and conserve for the public benefit Ramsbury Manor, its gardens and surrounding estate and contents being of artistic, historical, architectural or constructional merit 2.To advance the arts or education in particular by preserving and making available Ramsbury Manor and its contents to the public for their academic study, educational purposes and appreciation","1 TO PRESERVE AND CONSERVE FOR THE PUBLIC BENEFIT RAMSBURY MANOR, RAMSBURY, ITS ARCHITECTURAL HERITAGE, GARDENS, SURROUNDING GROUNDS AND PARK LAND AND CONTENTS BEING OF ARTISTIC, HISTORICAL, ARCHITECTURAL OR CONSTRUCTIONAL MERIT.  2 TO ADVANCE THE ARTS OR EDUCATION IN PARTICULAR BY PRESERVING AND MAKING AVAILABLE RAMSBURY MANOR AND ITS CONTENTS TO THE PUBLIC FOR THEIR ACADEMIC STUDY, EDUCATIONAL PURPOSES AND APPRECIATION.",CCEW,34150000,639000,2019-05-04,Top charities,,10874451,,A12
GB-CHC-1178835,1178835,KHIMJI FAMILY FOUNDATION (UK) LIMITED,,True,,"The Foundation seeks to award grants to organisations with the aim of improving social mobility by tackling those young people disadvantaged by lack of opportunity. These programmes may include support for academic, vocational or non-formal interventions as well as others that offer preparation for education, training, skills development and/or work.",THE OBJECTS OF THE CHARITY ARE SUCH EXCLUSIVELY CHARITABLE PURPOSES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION MAY DETERMINE.,CCEW,10658419,865521,,Top charities,,11344205,,H10
GB-CHC-1179502,1179502,INSPIRA CUMBRIA LIMITED,CA11 9BP,True,2018-09-08,"Inspira empowers young people and adults to reach their potential in life, work and society. We do this by providing practical support, advice, guidance and action planning, work related experiences, personal development programmes, personal support and increased engagement in the community. We operate predominantly in the North West and North East of England.","OBJECTS  2	THE COMPANY'S OBJECTS ARE RESTRICTED SPECIFICALLY (IN EACH CASE, ONLY FOR THE PUBLIC BENEFIT) TO THE FOLLOWING:  2.1	TO RELIEVE UNEMPLOYMENT IN SUCH WAYS AS MAY BE THOUGHT FIT [INCLUDING ASSISTANCE TO FIND EMPLOYMENT];  2.2	TO HELP YOUNG PEOPLE AND ADULTS ADVANCE IN LIFE THROUGH PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPABILITIES AND CAPACITIES TO ENABLE THEM TO PARTICIPATE IN SOMETHING AS [MATURE AND RESPONSIBLE] INDIVIDUALS;  2.3	TO PROMOTE SOCIAL INCLUSION BY PREVENTING PEOPLE FROM BEING OR BECOMING SOCIALLY EXCLUDED, HELPING PEOPLE WHO ARE USUALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY. (""SOCIALLY EXCLUDED"" MEANS BEING EXCLUDED FROM SOCIETY OR PARTS OF SOCIETY AS A RESULT OF UNEMPLOYMENT, FINANCIAL HARDSHIP, AGE, UNLAWFUL DISCRIMINATION OR POOR EDUCATIONAL OR SKILLS ATTAINMENT);  2.4	TO ADVANCE EDUCATION OF PEOPLE IN SUCH WAY AS THOUGHT FIT, INCLUDING PREPARATION FOR ENTRY TO ANY OCCUPATION, TRADE OF PROFESSION;  2.5	TO PROMOTE EQUALITY AND DIVERSITY.",CCEW,9449031,9331329,,Top charities,http://www.inspira.org.uk,4182567,,D11
GB-CHC-1179589,1179589,UK DRI LTD,CB21 6AD,True,,"UK DRI's hub will be located at UCL, which was chosen after a thorough search process. Five additional UK DRI centres will be established at University of Cambridge, Cardiff University, University of Edinburgh, King's College London and Imperial College London. Grants will be made to all six centres.","THE COMPANY'S OBJECTS ARE TO PRESERVE AND PROTECT THE HEALTH OF THE PUBLIC AND TO ADVANCE EDUCATION. THIS WILL BE ACHIEVED BY I) PROMOTING AND UNDERTAKING RESEARCH INTO NEURODEGENERATIVE DISORDERS (AND ILLNESSES CONTRIBUTING TO SUCH DISORDERS), AND ASSOCIATED FACTORS, THAT GIVE RISE TO THE DEMENTIAS AND RELATED CONDITIONS INCLUDING RESEARCH THAT ELUCIDATES THE NATURE, CAUSE, SYMPTOMS, DIAGNOSIS, PREVENTION, TREATMENT AND/OR CURE OF THE RANGE OF DISORDERS THAT GIVE RISE TO THE DEMENTIAS AND RELATEDCONDITIONS; AND II) DEVELOPING THE OUTPUTS OF SUCH RESEARCH TO PROVIDE INCREASED ACCURACY AND TIMELINESS OF DIAGNOSIS AND INTERVENTIONS THAT PROVE EFFECTIVE IN TREATING AND IMPROVING THE CARE OF PEOPLE WITH DEMENTIA AND WHICH MAY ULTIMATELY PREVENT AND/OR CURE DEMENTIA AND RELATED CONDITIONS ('THE OBJECT').",CCEW,42101406,41244388,,Top charities,https://ukdri.ac.uk/,11045257,,K10
GB-CHC-1179820,1179820,ACS INTERNATIONAL SCHOOLS LIMITED,KT11 1BL,True,2018-05-09,"ACS's charitable purpose is to advance education in particular by the provision and conduct of schools.  ACS aims to operate schools that provide a high-quality education within an internationally diverse context with the highest standards of teaching, pastoral care, facilities and support for students.",TO ADVANCE EDUCATION IN PARTICULAR BY THE PROVISION AND CONDUCT OF SCHOOLS.,CCEW,82006813,74072356,,Top charities,http://www.acs-schools.com,910010,ED107;ED106,B13
GB-CHC-1179847,1179847,Alex Ferry Foundation,SE1 7HB,True,2018-07-09,"The Charity's objects (the ""Objects"") are specifically restricted to the following:  (1)	The relief of financial hardship/poverty among workers and former workers (and their families and dependants) in the UK shipbuilding and engineering industries and in related manufacturing industries, including relief from the consequences of unemployment among former workers in those industries in such ways as may be thought fit, including assistance to find employment.  (2)	The promotion of education and/ortraining (including through apprenticeships) of workers and former workers in the UK shipbuilding and engineering industries and in related manufacturing industries and their spouses/partners and children in full-time education (up to the age of 25),including education and/or training in matters of health and safety in the workplace.  (3)	The carrying out and publishing of research into the provision of occupational pensions, and educating the public in that subject.  (4)	The carrying out and publishing of research into ways in which the quality of life of workers in the UK shipbuilding and engineering industries and in related manufacturing industries might be improved, including their work/life balance.  (5)	The relief of sickness and the preservation of health among workers and former workers (and their families and dependants) in the UK shipbuilding and engineering industries and in related manufacturing industries.  Nothing in the Articles shall authorise an application of the property of the Charity for purposes which are not charitable (for the avoidance of doubt, charitable purposes include such purposes as are specified by section 7 of the Charities and Trustee Investment (Scotland) Act 2005 and/or section 2 of the CharitiesAct (Northern Ireland) 2008).","The Charity's objects (the ""Objects"") are specifically restricted to the following:  (1)	The relief of financial hardship/poverty among workers and former workers (and their families and dependants) in the UK shipbuilding and engineering industries and in related manufacturing industries, including relief from the consequences of unemployment among former workers in those industries in such ways as may be thought fit, including assistance to find employment.  (2)	The promotion of education and/ortraining (including through apprenticeships) of workers and former workers in the UK shipbuilding and engineering industries and in related manufacturing industries and their spouses/partners and children in full-time education (up to the age of 25),including education and/or training in matters of health and safety in the workplace.  (3)	The carrying out and publishing of research into the provision of occupational pensions, and educating the public in that subject.  (4)	The carrying out and publishing of research into ways in which the quality of life of workers in the UK shipbuilding and engineering industries and in related manufacturing industries might be improved, including their work/life balance.  (5)	The relief of sickness and the preservation of health among workers and former workers (and their families and dependants) in the UK shipbuilding and engineering industries and in related manufacturing industries.  Nothing in the Articles shall authorise an application of the property of the Charity for purposes which are not charitable (for the avoidance of doubt, charitable purposes include such purposes as are specified by section 7 of the Charities and Trustee Investment (Scotland) Act 2005 and/or section 2 of the CharitiesAct (Northern Ireland) 2008).",CCEW,14395000,11000,,Top charities,http://www.ferryfoundation.org.uk,11145243,,H10
GB-CHC-1180520,1180520,JOFFE CHARITABLE TRUST CIO,EC1Y 0TL,True,2018-01-11,The charity makes grants to UK-registered charities and non-profit organisations to reduce poverty and advance human rights in developing countries.,THE OBJECTS OF THE CHARITY ARE TO ADVANCE SUCH CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.,CCEW,10667883,603299,,Top charities,http://joffecharitabletrust.org,,,H10
